tweet_id,author_id,url,twitter_url,text,createdat,views,likes,retweets,replies,quotes,bookmarks,content_type,base_points,media_url
1915801561176916076,3044807060,,https://twitter.com/estovaderelojes/status/1915801561176916076,"Don’t let your trades sink with the ship.
Yellow keeps you afloat 
#DeFi #Yellow #LiquidityMatters https://t.co/4vbFErZUqx",2025-04-25 16:14:20+00,78,4,3,1,0,0,photo,0,https://pbs.twimg.com/media/GpZLWk5XEAMKXWs.jpg
1915803623063228652,799992467332407296,,https://twitter.com/victorggracia/status/1915803623063228652,"Yellow combines the best of CEXs and DEXs. 
Decentralization, security, scalability, and much more in your Yellow wallet. 
In addition to being able to interact with your MetaMask wallet, you can now enjoy the new Coinbase integration. 
Let's make a Yellow world
@Yellow= future https://t.co/5sFyv45IT9",2025-04-25 16:22:32+00,139,8,2,0,0,0,animated_gif,0,https://pbs.twimg.com/tweet_video_thumb/GpZNPPhXEAYwkFk.jpg
1915839722225623479,1267915742252597250,,https://twitter.com/criptomike94/status/1915839722225623479,"🚨Breaking News‼️

""SUI Price Soars Over 60% Fueled by Rumors of a Collaboration with Pokémon""

Do you want to stay up to date with all the latest news on economy, crypto, and more? With @Yellow Wallet, you also have access to all of that, directly integrated into the app. 👇👇👇👇

🔗Source: https://t.co/kxA4F7ZM60",2025-04-25 18:45:59+00,168,5,2,0,1,0,photo,0,https://pbs.twimg.com/media/GpZuEaCWIAA6F5R.jpg
1916114009163547023,1267915742252597250,,https://twitter.com/criptomike94/status/1916114009163547023,"Yellow News🗞️

“6M reasons to trust in yellow”

Yellow Wallet has already reached nearly 6 million transactions. Season 4 is still active, rewarding real wallets with points.
👇👇",2025-04-26 12:55:54+00,237,8,2,1,0,0,,0,
1916133816093315241,22130734,,https://twitter.com/reijer_klopman/status/1916133816093315241,"Congrats @Yellow with reaching 6M operations in the Yellow Wallet since season 1.
https://t.co/Z5LvDonEAK https://t.co/QqmI66rbQA",2025-04-26 14:14:36+00,68,5,1,1,0,0,photo,0,https://pbs.twimg.com/media/Gpd5ibwWAAAi-xs.jpg
1916136944871887195,22130734,,https://twitter.com/reijer_klopman/status/1916136944871887195,"BTC is slightly above the old double bottom at 93. If we can hold this level, we may be in for an ATH soon. Otherwise we will have to hope that 88k will hold. https://t.co/wQ0Pvq7G01",2025-04-26 14:27:02+00,69,6,1,0,0,0,photo,0,https://pbs.twimg.com/media/Gpd8X2eWMAEY41V.jpg
1916141967068549300,799992467332407296,,https://twitter.com/victorggracia/status/1916141967068549300,"The correlation between BTC and the $ has once again skyrocketed. 
When the $ weakens, many investors look for alternatives that retain value, such as gold or cryptocurrencies. 
Bitcoin, seen by some as a safe haven against inflation, should benefit from a weaker dollar.
@Yellow https://t.co/SGvK4mA6qV",2025-04-26 14:46:59+00,59,5,1,0,0,0,photo,0,https://pbs.twimg.com/media/GpeA9gkWIAINtmE.jpg
1916146194717229540,1267915742252597250,,https://twitter.com/criptomike94/status/1916146194717229540,"BTC Analysis

Scenario 1: Rejection at 94-95k

•If we fail to break 94-95k, expect a correction.
•First support at 90k. If that cracks, next stop could be 87k.
•Bounce from there could restart the uptrend.

Scenario 2: Break and hold above 94-95k

•Next target: 98-99k.

Always wait for confirmation before jumping in. Patience pays.

Not financial advice, just my humble opinion.

Have an amazing weekend everyone!",2025-04-26 15:03:47+00,515,6,2,1,1,1,photo,0,https://pbs.twimg.com/media/GpeEzJWWUAAoXk5.jpg
1916146378234859901,799992467332407296,,https://twitter.com/victorggracia/status/1916146378234859901,"Why is @Yellow one of the most promising projects in the crypto world? 

Here's one of the many reasons why. 

Are you ready for a Yellow world?

Congrats",2025-04-26 15:04:31+00,71,4,1,1,0,0,,0,
1916237699968848189,2382541650,,https://twitter.com/leesc_/status/1916237699968848189,"Lembro no início onde a @Yellow suportava apenas Polygon, Ethereum e Linea, e hoje podemos fazer trocas entre 8 redes diferentes, expandindo cada vez mais!

Fazer swap entre redes sem a necessidade de uma bridge, de forma segura, prática e barata. ✅

#yellownetwork #defi #Web3 https://t.co/fFJqpTWAyb",2025-04-26 21:07:24+00,544,13,2,1,0,2,photo,0,https://pbs.twimg.com/media/GpfYCJ3W4AACsD4.jpg
1916442597851107735,1267915742252597250,,https://twitter.com/criptomike94/status/1916442597851107735,"Yellow Events 🏇

""Yellow makes a powerful entrance at the Dubai Polo & Equestrian Club for @cryptopolocup.""",2025-04-27 10:41:35+00,162,6,2,1,0,0,,0,
1916473163602448495,22130734,,https://twitter.com/reijer_klopman/status/1916473163602448495,"@Yellow = Yellow wallet?

No it is much more. For example, they are also building their own broker platform, NeoDAX. Moreover, they made ERC 7824, a proposal for off-chain state channels on EVM, which is a crucial building stone of Yellow.

👉https://t.co/vYls1IrFVE",2025-04-27 12:43:03+00,30,1,0,0,0,0,,0,
1916486667059224826,22130734,,https://twitter.com/reijer_klopman/status/1916486667059224826,"Below is a chart of the BTC price (divided by 1000), with its moving averages (9, 18 and 50 days).

Since a few days M9 &gt; M18 &gt; M50, which looks bullish.

Because the price has moved well above the averages, there may be a pause in this leg up, or even a temporary correction. https://t.co/y40BCyMISO",2025-04-27 13:36:42+00,101,4,1,2,0,0,photo,0,https://pbs.twimg.com/media/Gpi6dGCWcAAJz5Z.jpg
1916616769847898223,1267915742252597250,,https://twitter.com/criptomike94/status/1916616769847898223,"Yellow Events 🏇

The Yellow team was at the #CryptoPoloCup2025 as an official partner, connecting with leading figures in Web3.",2025-04-27 22:13:41+00,170,5,2,1,0,0,photo,0,https://pbs.twimg.com/media/GpkwylpXYAAp1zh.jpg
1916806401504006312,799992467332407296,,https://twitter.com/victorggracia/status/1916806401504006312,"Do you know the Yellow team? 

Here are some of them, and if you'd like to meet them, you can stop by Crypto Polo Cup 2025, where they're a sponsor, or visit the Dubái Blockchain Network Meetup https://t.co/TRNipFriGa",2025-04-28 10:47:13+00,76,3,1,1,0,0,photo,0,https://pbs.twimg.com/media/GpndP2NXsAAGRRV.jpg
1916855592359993461,22130734,,https://twitter.com/reijer_klopman/status/1916855592359993461,"An Ethereum researcher has a proposal for increasing Ethereum's transaction capacity by 100.
https://t.co/pPBhvTpFkW

In the mean time, @Yellow is working on erc 7824 for off-chain state channels, with which many transactions would not hit Ethereum at all.
https://t.co/A5lC0PZvZd",2025-04-28 14:02:41+00,49,5,2,0,0,0,,0,
1916940003160044016,22130734,,https://twitter.com/reijer_klopman/status/1916940003160044016,"After a downward break out, support becomes resistance. We can see that wisdom in action for BTC now.

Its price has been hovering around 93k for the last few days. Will we break that level? https://t.co/UEgkFDtAKN",2025-04-28 19:38:06+00,46,2,1,0,0,0,photo,0,https://pbs.twimg.com/media/GppWwqkWsAAMwjy.jpg
1916970301977473034,799992467332407296,,https://twitter.com/victorggracia/status/1916970301977473034,"Central banks could begin to shift away from U.S. Treasuries, exploring alternatives such as gold and BTC.
Growing global uncertainty is accelerating diversification strategies.
BTC’s price is showing its growing maturity as a global asset, becoming “less Nasdaq — more gold.” https://t.co/KNxFn1jb47",2025-04-28 21:38:30+00,54,4,1,0,0,0,photo,0,https://pbs.twimg.com/media/GppyU-0WoAA6Vr6.jpg
1917028062010507724,1267915742252597250,,https://twitter.com/criptomike94/status/1917028062010507724,"Yellow Events 🏎️💨

""Networking and Adrenaline: Exclusive Karting Event at TOKEN2049 Dubai""",2025-04-29 01:28:01+00,163,2,1,0,0,0,,0,
1917150756773253508,799992467332407296,,https://twitter.com/victorggracia/status/1917150756773253508,"Have you ever dreamed of being Mario Bros? 
If you're in Dubai, don't hesitate to meet the Yellow team at the ""Exclusive Karting Event at TOKEN2049 Dubai.""
#TOKEN2049 #YELLOW https://t.co/RDBZrub1ff",2025-04-29 09:35:34+00,88,4,2,1,0,0,video,0,https://pbs.twimg.com/amplify_video_thumb/1917150683003797504/img/n2F6-jKfwUk-hi4H.jpg
1917180051436740823,2382541650,,https://twitter.com/leesc_/status/1917180051436740823,"Um state channel é um tipo de canal de pagamento off-chain, usado para transações rápidas e privadas entre duas ou mais partes, sem precisar registrar cada transação diretamente na blockchain principal (como o Bitcoin ou Ethereum).

Na @Yellow, esses state channels:

✅ Conectam várias blockchains, permitindo transferências de valor entre elas.

✅ Usam o Layer 3 de infraestrutura para tornar o processo ainda mais rápido e escalável.

✅ Oferecem privacidade, já que as transações dentro do canal não são públicas como na blockchain.

✅ Reduzem custo, como a maioria das operações acontece fora da blockchain, as taxas são muito mais baixas.

#yellownetwork #web3 #defi",2025-04-29 11:31:58+00,274,10,2,0,0,0,photo,0,https://pbs.twimg.com/media/GpsxGKoW8AA18wV.jpg
1917186270549139580,1267915742252597250,,https://twitter.com/criptomike94/status/1917186270549139580,"📍 Quick Instructions to Meet Us at Ripe Market for Today’s Karting Tournament

Joining the karting side event at #TOKEN2049? Awesome! Yellow has prepared a video with exact directions so you can easily find the team.

Just follow these simple steps and you'll be on the track in no time:

1.Head to Ripe Market.
https://t.co/n57q7KdRNu the video we shared — it clearly shows the meeting point. (""Video in the linked post)👇👇👇
3.Go to the marked area and look for the Yellow team.
4.Get ready to race and have a great time!

See you on the track! 🏎️🏁",2025-04-29 11:56:41+00,158,5,2,0,0,0,,0,
1917192764271296566,22130734,,https://twitter.com/reijer_klopman/status/1917192764271296566,"RWAs (Real World Assets) as a major battlefield:
Big financial companies still choose Ethereum, where retail seems to prefer other chains.

👉https://t.co/7JBrZ0I1Sx https://t.co/CETwTlto4k",2025-04-29 12:22:29+00,58,6,2,2,0,0,photo,0,https://pbs.twimg.com/media/Gps7zR7XoAAkf19.jpg
1917269447636566233,22130734,,https://twitter.com/reijer_klopman/status/1917269447636566233,"Will @OrbitEarn or @Yellow get an award in Dubai? I think this year is a little too early, but next year they will have a good chance I think. https://t.co/nGC9AZNzao",2025-04-29 17:27:12+00,96,6,0,1,0,0,photo,0,https://pbs.twimg.com/media/GpuCZx0XcAEt1Lg.jpg
1917274482399498561,799992467332407296,,https://twitter.com/victorggracia/status/1917274482399498561,"XRP becomes the second most popular cryptocurrency in Japan after BTC and overtaking ETH thanks to constitutional support and a favorable regulatory environment as it is not considered a security by the FSA (Financial Services Agency).

#BTC #ETH #XRP https://t.co/rxYI4G3qo3",2025-04-29 17:47:12+00,70,2,1,0,0,0,photo,0,https://pbs.twimg.com/media/GpuG-g3WsAATLty.jpg
1917292786874814828,22130734,,https://twitter.com/reijer_klopman/status/1917292786874814828,"Bullish sign: a big wallet withdrew a lot of ETH from exchanges.

https://t.co/GdG2TCZ4sj",2025-04-29 18:59:56+00,45,4,1,1,0,0,,0,
1917311805082460565,1267915742252597250,,https://twitter.com/criptomike94/status/1917311805082460565,"Yellow Events🎙️

""@Yellow at the Middle East Blockchain Awards 2025""

""The Yellow team is attending the Middle East Blockchain Awards 2025 in Dubai—one of the most important events of the year for the industry. Proud to be part of this ever-evolving ecosystem. 

#MEBA2025 #Blockchain #Yellow #Dubai""",2025-04-29 20:15:30+00,131,9,5,0,0,0,photo,0,https://pbs.twimg.com/media/GpuomXlXoAAiwgE.jpg
1917517612776292553,1267915742252597250,,https://twitter.com/criptomike94/status/1917517612776292553,"Alexis Serkia Bets on Trustless Crypto Trading Without Validators

Alexis Serkia, CEO of Yellow Network, presented his vision for truly decentralized and trustless trading at Paris Blockchain Week, built on state channels and instant settlements. 

With ClearSync acting as a dispute arbitrator and no reliance on traditional validators, he aims to transform the crypto trading infrastructure from the ground up.

Full interview. 👇👇",2025-04-30 09:53:19+00,198,10,5,1,0,0,,0,
1917586122269495769,1267915742252597250,,https://twitter.com/criptomike94/status/1917586122269495769,"BTC Technical Outlook:

If the price doesn't quickly reclaim the 94.5k level, it may seek liquidity around key zones like 90k (psychological support) or even 88k–89k, where previous consolidation occurred. The next 4–8 hours will be crucial depending on volume and price action.

Don’t mind me, I don’t really know much about this.",2025-04-30 14:25:33+00,143,3,3,0,0,0,photo,0,https://pbs.twimg.com/media/GpyiaT7XcAEMrC2.jpg
1917616723768783166,22130734,,https://twitter.com/reijer_klopman/status/1917616723768783166,"SEC has good news for PYUSD but not for XRP and DOGE.
https://t.co/WP0bBzIhvV",2025-04-30 16:27:09+00,37,4,1,0,0,0,,0,
1917645294130405475,2382541650,,https://twitter.com/leesc_/status/1917645294130405475,O time da Yellow sempre marcando presença nos eventos e construindo bons relacionamentos e parcerias. Ansiosa pelas novidades! 💛,2025-04-30 18:20:40+00,318,8,2,0,0,0,,0,
1917648848358617569,22130734,,https://twitter.com/reijer_klopman/status/1917648848358617569,"Bad economical data pushed down BTC a bit. For now, we do not have to worry about that.

8 days ago the price went ahead too much of its 18 days average, so a correction was to be expected. https://t.co/kwH6nslUQi",2025-04-30 18:34:48+00,64,4,1,1,0,0,photo,0,https://pbs.twimg.com/media/GpzbTL2WoAA1cky.png
1917657442957078537,22130734,,https://twitter.com/reijer_klopman/status/1917657442957078537,"Mastercard is the next one to announce big plans for stable coins. Multiple 'traditional' and web3 parties are involved in this.

https://t.co/mwdo7CmyUu https://t.co/uuvv96gsKF",2025-04-30 19:08:57+00,40,4,1,0,0,0,photo,0,https://pbs.twimg.com/media/GpzjRrOXsAA5F1-.jpg
1917709874651160586,2382541650,,https://twitter.com/leesc_/status/1917709874651160586,"Bitcoin deu uma recuada hoje cedo com a queda do PIB nos EUA de 0.30%, porém já está retornando para o seu preço anterior...

Acredito que o mercado irá permanecer lateral até os dias 6 e 7 de maio, que é quando teremos as próximas reuniões do Fed. https://t.co/JARVHezsNj",2025-04-30 22:37:18+00,282,7,1,0,0,0,photo,0,https://pbs.twimg.com/media/Gp0S98AW0AAY3p7.jpg
1917859033299706000,1073158424135819264,,https://twitter.com/AlexisYellow/status/1917859033299706000,"It was a pleasure speaking with @glozingvirtual from @Web3TV_ 🎙️

I shared how @Yellow is advancing Satoshi’s vision by building infrastructure for trustless trading and why clear regulation is key for real builders to thrive.

Watch it here 👇
https://t.co/VFtFW8e4xT",2025-05-01 08:30:00+00,3410,25,9,1,2,0,,0,
1917911698629091567,1267915742252597250,,https://twitter.com/criptomike94/status/1917911698629091567,"TOKEN2049 Dubai: Eric Trump, Yellow Network, and the Crypto Future Are Here

At @token2049 Dubai 2025, @EricTrump  delivered a standout speech, calling the traditional financial system obsolete and rigged, while expressing strong support for cryptocurrencies. He announced that the USD1 stablecoin, backed by his family, will be used in a $2 billion investment from MGX (Abu Dhabi) into Binance, and that the Trump Tower Dubai will accept crypto payments.

During the event, Alexis Serkia, CEO of Yellow Network, participated in several interviews where he shared the team’s progress on building a decentralized trading infrastructure. Their protocol aims to enable instant, peer-to-peer settlements using state channels, without relying on traditional blockchain validators. The goal is to enable fast, direct transactions between different protocols, addressing challenges of scalability and liquidity fragmentation.

Yellow Network is gradually gaining recognition in the crypto ecosystem for its technical approach and vision of a non-custodial liquidity infrastructure.

Among other key figures present: CZ (Binance), Arthur Hayes (BitMEX), Jeremy Allaire (Circle), Paolo Ardoino (Tether) and more. With over 15,000 attendees from 160 countries, Dubai is solidifying its role as a global hub for the Web3 and crypto revolution.",2025-05-01 11:59:16+00,492,12,5,1,1,0,photo,0,https://pbs.twimg.com/media/Gp3Kbf_WMAA4tvL.jpg
1917954484220694738,1267915742252597250,,https://twitter.com/criptomike94/status/1917954484220694738,"🚨Breaking News‼️

Ubisoft Launches Decentralized Network for Games with LayerZero

Ubisoft has introduced a Decentralized Verification Network (DVN) securing apps on LayerZero, promoting asset ownership and security in Web3 gaming.",2025-05-01 14:49:17+00,135,9,2,0,0,0,,0,
1917962931456651541,1552928904486297611,,https://twitter.com/0xburakcem/status/1917962931456651541,"Just wrapped up an incredible time at #Token2049 @Yellow Network is on everyone’s radar.
Met top KOLs, buzzing communities, and institutions ready to join our decentralized clearing revolution.
This is getting massive.
The future is $YELLOW.

#Web3 #DeFi #Crypto #ClearSync",2025-05-01 15:22:51+00,873,20,11,5,1,1,,0,
1917967947802280291,1267915742252597250,,https://twitter.com/criptomike94/status/1917967947802280291,"🚨Breaking News‼️

USDe Reaches 1 Billion Telegram Users via LayerZero and TON

The fastest-growing synthetic dollar @ethena_labs expands to @ton_blockchain through LayerZero, unlocking access to USDe for Telegram’s entire user base.

The takeaway? LayerZero isn’t just connecting blockchains — it’s connecting the future of money.  
It’s one of those altcoins you should have in your portfolio before it takes off.

Not financial advice.",2025-05-01 15:42:47+00,126,5,3,0,0,0,,0,
1917983238678614428,22130734,,https://twitter.com/reijer_klopman/status/1917983238678614428,"The price of ETH depecriated for 5 consecutive months.
https://t.co/zNx5G4ZV9w

If BTC holds 95k, this month may be different.",2025-05-01 16:43:33+00,82,4,1,0,0,0,,0,
1918029155003740435,2382541650,,https://twitter.com/leesc_/status/1918029155003740435,"$MOVE seria a nova $OM? 👀

Movement arrecadou 38 milhões de bons VCS e tinha o apoio de Trump. O token caiu mais de 70% desde o dia do seu lançamento.

⚠️ Market Maker da Move foi suspenso da Binance por ter vendido 38 milhões em $MOVE no seu lançamento 

⚠️ Coinbase anuncia suspensão nas negociações de $MOVE 

⚠️ Atrasos e má comunicação com a comunidade na alocação do airdrop que deveria ter ocorrido hoje.

⚠️ Boatos de que um dos co-founders está deixando o projeto 

Com isso, temos dois projetos no setor de RWA fraudulentos! Acredito fortemente que RWA é uma narrativa do futuro, porém justamente por ser narrativa e estar ""na boca do povo"" isso cresce o olho de scammers.

Devemos dobrar nossos cuidados e sempre ter um olho por trás dos bastidores.",2025-05-01 19:46:00+00,2505,16,2,4,4,0,photo,0,https://pbs.twimg.com/media/Gp41BskW4AAhory.jpg
1918033426956914871,799992467332407296,,https://twitter.com/victorggracia/status/1918033426956914871,"🚨 Do you still trust CEXs? 

 MEXC announces a $300M Web3 fund... but are they really doing it for us or for control and their own benefit? 

🔐 ""Not your keys, not your coins"" 

Centralized custody is a thing of the past. With YELLOW, you have complete control of your funds. https://t.co/CNmjdJiiWc",2025-05-01 20:02:58+00,44,5,0,1,0,0,photo,0,https://pbs.twimg.com/media/Gp45OM0WcAAGT4s.jpg
1918048784275165478,22130734,,https://twitter.com/reijer_klopman/status/1918048784275165478,"Charles Hoskinson, founder of Cardano says that Ethereum will be dead in 10-15 years.
https://t.co/vvkGqLbxL4

He was a co-founder of Ethereum, so this is a remarkable statement. https://t.co/McBi45Wtuc",2025-05-01 21:04:00+00,72,4,1,1,0,0,photo,0,https://pbs.twimg.com/media/Gp5HM4kWgAEV44Y.jpg
1918065594391302384,22130734,,https://twitter.com/reijer_klopman/status/1918065594391302384,"Yesterday I talked about the support for BTC at its 9 days moving average (at 95k). Earlier today we continued the uptrend.

It seems the resistance formed by an old bottom is broken now, as shown in the graph below.
So what is next? https://t.co/3rHgMEFVgX",2025-05-01 22:10:48+00,51,3,1,2,0,0,photo,0,https://pbs.twimg.com/media/Gp5UXgBWAAEBsu7.png
1918234685236302223,22130734,,https://twitter.com/reijer_klopman/status/1918234685236302223,"Which chain generated the most fees in April?
Was it Ethereum, Solana or Bitcoin?

You guessed it
...
wrong.

The winner is Tron, followed by Hyperliquid.

Ethereum is not even at the 3rd place, despite its relatively high transaction fees.

https://t.co/4GEboohzYF https://t.co/qhJgUb3hGy",2025-05-02 09:22:42+00,52,1,0,0,0,0,photo,0,https://pbs.twimg.com/media/Gp7wOaKW4AEVT0L.jpg
1918281879943582202,1267915742252597250,,https://twitter.com/criptomike94/status/1918281879943582202,"Yellow Events 🎙️

Key connections, interviews with our Captain Alexis Sirkia, and a side event of our own marked our presence at #Token2049Dubai. An unforgettable week full of momentum!",2025-05-02 12:30:14+00,156,5,3,2,0,0,,0,
1918284622871577076,1267915742252597250,,https://twitter.com/criptomike94/status/1918284622871577076,"Yellow News 🗞️

Yellow Wallet is revolutionizing cross-chain swaps!

At #Token2049Dubai, our product is being recognized as a true game-changer.

With Yellow Wallet, you can swap tokens across BNB, Base, Arbitrum, AVAX, Polygon, OP, Linea, and Scroll — all from a single app!

Forget complex bridges. Swap with one tap, securely, and earn leaderboard points with every transaction.
The more you swap, the higher you climb.

This is what the future of cross-chain looks like — and it’s already here.

🔗Explainer video here: 👇👇",2025-05-02 12:41:08+00,134,4,3,1,0,0,,0,
1918294577007493273,22130734,,https://twitter.com/reijer_klopman/status/1918294577007493273,"Yellow is having the 4th season for its airdrop. Did you notice that there is not only an elimination of sybils, but also a leaderboard?

How to get points?
- Make swaps in the Yellow wallet
- Claim your points each day",2025-05-02 13:20:42+00,35,2,1,1,0,0,,0,
1918302787290431955,22130734,,https://twitter.com/reijer_klopman/status/1918302787290431955,"Are you waiting for the ALT season?
I am, and many others are.

I think we will first have something else:
an ETF season.
Bloomberg has big expectations about that:
https://t.co/hcjZqV06Sk

And yes, I expect this will trigger the ALT season (or accelerate if it's already there).",2025-05-02 13:53:19+00,38,2,1,0,0,0,,0,
1918483210435961211,1267915742252597250,,https://twitter.com/criptomike94/status/1918483210435961211,"🚨Breaking News‼️

Historic moment on Wall Street!

Fold, the first Bitcoin financial services company to go public, rings the opening bell on the Nasdaq.

Bullish🔥",2025-05-03 01:50:15+00,92,2,1,1,0,0,photo,0,https://pbs.twimg.com/media/Gp_ST4ZWAAANbNc.jpg
1918598418861040021,22130734,,https://twitter.com/reijer_klopman/status/1918598418861040021,"@0xYellow @Yellow This could very well be true. I think banks are the Blockbusters and web3 companies are the Netflixes of this time.
If I were to manage a bank I would try to take over some great web3 companies.",2025-05-03 09:28:03+00,83,5,2,1,0,0,,0,
1918650369720123392,22130734,,https://twitter.com/reijer_klopman/status/1918650369720123392,"🧙Simplifying Ethereum as holy grail?

Ethereum founder Buterin says that Ethereum will thrive like BTC when it is made simpler: https://t.co/nkJqOq9u1c

Although this is true, it is not the whole story I think.",2025-05-03 12:54:29+00,39,3,1,1,0,0,,0,
1918767636088774658,1267915742252597250,,https://twitter.com/criptomike94/status/1918767636088774658,"🚨Breaking News‼️

CMC AI: CoinMarketCap’s New AI That Transforms Crypto Analysis

CMC AI is an intelligent tool developed by CoinMarketCap that provides real-time price analysis, crypto token comparisons, portfolio tracking, and cross-device access. Designed to enhance decision-making in the crypto market, it will be available in mid-May 2025.",2025-05-03 20:40:28+00,182,5,3,2,0,1,,0,
1918789790385778894,2382541650,,https://twitter.com/leesc_/status/1918789790385778894,"A Ripple tentou comprar a Circle (emissora da USDC) por até US$ 5B, mas a oferta foi recusada 👀

Rumores apontam que o lance pode subir para US$ 20B! A Ripple quer dominar o setor de stablecoins?",2025-05-03 22:08:30+00,751,10,4,7,0,0,,0,
1918797889309941848,1267915742252597250,,https://twitter.com/criptomike94/status/1918797889309941848,"🚨Breaking News‼️

Warren Buffett to step down as Berkshire Hathaway CEO by end of year.",2025-05-03 22:40:41+00,149,4,3,1,0,0,,0,
1918949710326358252,22130734,,https://twitter.com/reijer_klopman/status/1918949710326358252,"📢Mastercard sees XRP as a bridge for cross-border payments📢

Financial firms are testing XRP for faster and cheaper payments. Mastercard mentions SBI Remit that uses XRP as a bridge currency.

Speculation is growing about a possible integration of Ripple’s XRP with SWIFT. https://t.co/iw42ULRF4G",2025-05-04 08:43:57+00,80,4,1,1,0,0,photo,0,https://pbs.twimg.com/media/GqF6ZkHWwAA_X6g.jpg
1918965121625256281,22130734,,https://twitter.com/reijer_klopman/status/1918965121625256281,"❓Buy ETH instead of BTC?❓

BTC seems to have resumed its bull market. The question arises if it is a good idea to buy ETH instead, as aka leverage.

In the next few days, I will give my opinion about this. Let's start with the long term picture for the price of ETH in BTC. https://t.co/aQkziqCJgV",2025-05-04 09:45:12+00,182,8,2,2,0,0,photo,0,https://pbs.twimg.com/media/GqGIHDqWkAAIIEB.png
